venueID,paperID,startPage,endPage
5gniavaq-35gx-vfjc-xrnl-kw33fl55cmf6,192803013,80,122
0yzn37jt-apiy-9y0k-ic7b-3rnxyrqzvzob,192803013,63,144
gqk8rwa4-qe9w-j0dc-0f7r-kinq4fwba4u5,192803013,15,90
5yuijppo-0vyd-twjh-ocl4-c5plxykse6bu,192803013,58,135
5yuijppo-0vyd-twjh-ocl4-c5plxykse6bu,192486022,17,109
wrqf1ws9-1g26-gqgk-ozsq-mu1px0ktovx6,192486022,57,140
wgmxb8ar-i6bi-cd9g-430v-5td2xm9brn2u,192486022,65,125
7dpg0jpt-k2ix-zb5t-11kj-mot26jmk7ko5,192486022,67,131
9jzx0b8x-jolg-kxw8-dzj6-ue9g0767zugf,192486022,39,40
c8p4ywlu-di1p-7hre-8eb9-fwj2703ddoek,192486022,59,127
1f4nypqr-1bgv-efy2-kli9-rm6fxgkljlx1,192486022,78,144
e2bjnzc4-xaz1-ztuj-aard-43tuw57e53r6,192486022,37,100
v5y7rzar-bmui-wksj-d39a-v4t0i4f2yx2p,192584315,15,31
l6rxniy1-hzn8-u34e-5enl-bt3kzmmliiex,192584315,48,105
oqny3fmj-6vye-yvrp-lty7-l4dx743a1da5,192584315,23,33
opfbgzki-ez5x-2aqf-59rl-pf4gkhco0989,192584315,10,40
b1a70ilc-31vv-bgg0-k313-vwopbu82g2hg,192584315,93,98
83sjho4u-enxb-nt50-c43o-nyh9ywgmmco7,192584315,95,139
xmba8sqj-bd7f-veyo-plsc-8lpthju3bfze,192584315,96,118
pucuc1d4-r49c-a6t7-vnz9-8oa7kdr10mrw,192584315,96,97
z2bqp7ce-5ncy-gh48-92qt-emv12zhbswb9,192584315,35,50
upuntc1l-u8f6-c4sb-suwq-6h57n8tkmioq,192584315,25,66
44beoqnc-8ici-kj00-n13h-hdmmyib75jsn,191106316,89,189
51s55hc5-2k2s-xnd0-fa71-zzxgm3ar3s8l,191106316,55,75
ydw5hua0-l5k5-my7y-auqz-k6r2lbjtw8vs,191106316,56,93
l925jhwo-9fwh-ydy8-80vf-b4x541gakrba,191106316,48,100
8fhfzprd-n45u-dj2h-49lr-mouz6q9mo8rp,191106316,77,121
d04yvlz1-gfcn-jitx-60qs-0l879faj7g3p,191106316,75,102
2ezq8z2z-l4pc-478j-oudd-orsztmtq3zaz,191106316,99,163
k4ohl8tr-jn5u-hrsg-6wng-ubsjwl4bkz17,191106316,24,83
5u8ds8ok-x63v-kjtn-qrz3-e853gem7889t,191106316,98,132
setf25vq-nag1-9xk3-qu4b-gd7hqf24tanb,191106316,50,148
lgotxrkt-8k74-9cts-sybe-8dwfqe8nc863,191106316,41,84
tn3vdnkm-sxu5-8wph-nyyo-4vg8m40a0qtn,181543681,61,136
gr2rlqur-kqob-3gn4-gbt7-v1ml9cio5kb6,181543681,97,180
511920be-5v72-lm8x-nls9-4h7szn1x7fih,181543681,14,49
7i0nwhhu-ffmn-0idd-wkny-wfkovac70ixn,181543681,79,95
vlm94x05-cdum-09od-7z01-paoyy0ohjo1v,181543681,85,159
zg5ccyuh-wprg-0kx5-007g-549gj4215d5v,181543681,29,97
drga3ind-oe7o-dfpt-o1lt-r3fscte9ad7z,181543681,77,108
6f57bnpn-skpc-x20r-67te-4il6cowv6c76,181543681,7,82
nz5twaof-mtxa-hjcp-tob8-12opx9qe9yvf,181543681,98,122
6mmao8yr-kpv9-zzxq-4278-k7zc20cxwwmy,181543681,30,60
lq18y1ji-03d9-k1p6-0mwq-tbe3yjdoi9w5,193828225,43,99
808qob46-3fcl-elyr-f8rk-bkgtb3qxmlhb,193828225,25,49
w5iasd80-z4nv-5mxa-glzf-iadopkzlqdhd,193828225,72,78
pucuc1d4-r49c-a6t7-vnz9-8oa7kdr10mrw,193828225,82,100
w8zrh0vl-42xu-cxvl-2y71-f9jldpmjkljn,193828225,29,92
jyra5n9q-c3fw-ghg9-bssf-slbfeixtmq1s,193828225,93,114
7i0nwhhu-ffmn-0idd-wkny-wfkovac70ixn,193828225,3,69
xpfd7y8t-jsyx-i8v7-hky1-di3bw22t1bk7,193828225,84,175
liywwbsv-qg9h-55h4-9afv-rw515nluk2gk,193828225,17,44
wpua0qrx-n5cr-jjqh-h147-9ukpo4aan13w,193828225,29,46
7x0gg0xb-ofz2-69zd-4qpm-mx0keoj25ew2,193828225,75,118
zkxieg2g-mt94-n7f3-1hya-5ba8sew8ohd4,193828225,31,63
hitan7il-lubz-ayzs-ooge-5uiwn6d14bxp,193828225,80,90
9v1c4l2v-da2c-tfz7-iulr-igjexv7my5tn,188059646,6,39
tl9ptzx4-sj2v-zkce-sr9l-8r83an4id2uu,188059646,91,157
qgi3vk2b-5gae-utcj-usfn-49gvg61vwvop,188059646,66,158
0yzn37jt-apiy-9y0k-ic7b-3rnxyrqzvzob,188059646,1,54
bxs3xs8v-mkcx-dg5x-0lge-oyi6g57o75vu,188059646,97,121
3vjjxul6-poi3-iwev-bq5b-yqlnezwnxixj,188059646,30,62
y3j02ld1-b80r-4yya-ppah-tpedrexfqd0d,179949795,20,81
leqemmk7-fc4x-fyr2-k46r-4432r73zfi6n,179949795,55,121
7zk0ennt-gt0a-q1s5-vmt2-pjsntdnorfc5,179949795,87,99
e3yvbmfx-awoz-86ds-5o84-lj82y3cai3mb,179949795,6,46
dv0t3r5g-lrii-exrv-llcy-0ufnmmxsjnf6,179949795,54,104
5xlpwqlq-eu87-og87-svv3-v91gz75ab3t6,179949795,63,112
jyra5n9q-c3fw-ghg9-bssf-slbfeixtmq1s,179949795,77,118
9wk76w7w-r1wq-hy29-9anb-jtryy85hvntk,178755305,40,52
6o4zkhc2-aoxe-hbmg-budu-ibc388nlucjg,178755305,2,94
tn3vdnkm-sxu5-8wph-nyyo-4vg8m40a0qtn,178755305,31,102
spj1tf7g-rd0o-4sct-xssj-tf2sfxeqmme8,178755305,65,142
lwq053zd-4wzc-cknl-1elt-t3g3vz3qgaap,178755305,95,143
rf4gkbdl-0mm2-xcgr-froy-ogckpp6ktjc2,178755305,58,74
rttc9658-73b3-6t59-6sm4-qli26mfyw9b5,178755305,70,170
ys22a7si-beo6-1pq1-odkp-3qz3r3ycn7wr,178755305,79,132
wanaga71-aizp-5cg0-5539-lddst70yqj5w,178755305,54,89
49pwixvy-nm30-5pz4-k18s-yug6vlykyywj,178755305,66,147
wpua0qrx-n5cr-jjqh-h147-9ukpo4aan13w,178755305,67,78
j3o0o61z-9mye-5csi-4gih-3w9b27wsxnyd,178755305,6,87
83sjho4u-enxb-nt50-c43o-nyh9ywgmmco7,178755305,47,139
b6kdw2h7-cd9z-7bmv-6qy6-6rlyak5316md,178755305,26,90
sj90crof-l9ef-qmc3-tkea-l3jgar8btc9w,178755305,7,73
9hlm451h-jlaw-6ig7-djmr-f4o5b7qat3yg,172111462,53,102
jyra5n9q-c3fw-ghg9-bssf-slbfeixtmq1s,172111462,60,145
3d1qymo8-9qyy-44tp-p089-psive15sct1s,172111462,77,157
w8zrh0vl-42xu-cxvl-2y71-f9jldpmjkljn,172111462,77,135
wa3zt39g-orzi-xrz0-pvf0-pcopg9n1ueg8,172111462,1,22
bqirl5lk-p7il-rz94-dy0q-uieo2tfxk0r3,172111462,50,73
xmba8sqj-bd7f-veyo-plsc-8lpthju3bfze,172111462,86,90
37sontm3-deq6-pa32-uh4c-r5kv77nwk0j0,172111462,35,94
cdpj31og-75cx-imob-ee68-6485smuzm7nm,172111462,13,88
mqfhxlmf-e121-2c0d-gt6z-yvxwevlhb2z6,172111462,33,123
spj1tf7g-rd0o-4sct-xssj-tf2sfxeqmme8,172111462,35,111
eiuaa7ia-o6x4-gvaq-lhtm-ynyvkjjmc3u4,166697705,41,61
z80zs5yj-uio9-mqci-6m89-q4x3dd7bxr1g,166697705,17,92
b6kdw2h7-cd9z-7bmv-6qy6-6rlyak5316md,166697705,2,64
s14q4ctv-74n7-uaz6-1857-0x6clf5qkvv9,166697705,38,98
e2bjnzc4-xaz1-ztuj-aard-43tuw57e53r6,166697705,35,72
7mlq0slg-at9q-1fau-z0wt-35yjlf1fxnda,166697705,59,118
3vjjxul6-poi3-iwev-bq5b-yqlnezwnxixj,166697705,6,11
xmba8sqj-bd7f-veyo-plsc-8lpthju3bfze,166697705,30,100
eo7pq787-1ibl-lm92-1ykz-pzj78gv6pnxx,166697705,9,35
s5ya84y1-9m6t-gvj5-9j54-en0xsjdnk8e5,166697705,97,132
sqow5jjv-x72p-yt9q-7r4n-o7at8cse8ckc,166697705,23,114
tdm3f845-o7qq-0s35-hzp7-gaapl5vga92u,166697705,47,100
m5vg7wdz-crip-70wn-7edl-scppiet1ev3q,171903526,35,79
yd0y6ql9-yxes-hq6u-dydy-tg3up2r2wp36,171903526,23,47
afuq7k9k-m9ha-91ue-eli8-pi4i4w670241,171903526,6,56
ovig1uw0-8eek-qwh2-lykv-3b17bggjhwzz,171903526,53,94
scljzy6k-ebh1-bzfj-zybn-a77efej7fw3w,171903526,12,40
769iv6g8-xovf-r6pn-uqzc-6fm6mbmrofuf,171903526,100,126
qrgbqmyk-th04-ukqq-gs9n-8pijn1lga4zg,171903526,78,104
9zd2ut49-z4u8-o1pc-7fa4-18bwzlb7w0av,171903526,48,86
gqb69lo0-ut1w-7q7o-pxvv-q2njgihitdw7,171903526,19,46
3vjjxul6-poi3-iwev-bq5b-yqlnezwnxixj,171903526,11,76
9xchluqm-6vp4-s89o-u5w1-w55dgy9i8s5e,171903526,14,32
pucuc1d4-r49c-a6t7-vnz9-8oa7kdr10mrw,171903526,23,73
leqemmk7-fc4x-fyr2-k46r-4432r73zfi6n,171903526,12,97
wdmoa74b-18cz-xjqy-wslp-u2iplkbpnjbf,171903526,63,153
5u8ds8ok-x63v-kjtn-qrz3-e853gem7889t,171903526,22,113
5xlpwqlq-eu87-og87-svv3-v91gz75ab3t6,171866470,97,169
8bidylwe-v3zu-bubs-gqin-b5dj6wlia7rl,171866470,26,87
oor3odtj-ck8g-y6ov-1t7y-01wy8gp3y12e,171866470,40,50
a436k0zx-48xv-xs7u-8u7r-ymkblug4rftu,171866470,21,81
lwq053zd-4wzc-cknl-1elt-t3g3vz3qgaap,171866470,27,104
06pfnvun-6rzh-1ov2-oqbn-6kva5iyojmrn,171866470,85,143
3vjjxul6-poi3-iwev-bq5b-yqlnezwnxixj,171866470,46,66
qsi7wipr-ytq2-h699-697j-zz46nk3tb4xr,171866470,42,91
wwavzx8g-kxkq-8td4-w4ft-x6jozzvth22q,171866470,36,129
j1sxzvn5-l3qy-uvdz-xrqz-6kphyci8pk4v,171866470,86,134
l925jhwo-9fwh-ydy8-80vf-b4x541gakrba,171866470,23,93
dg2egpng-6a05-43bo-8f38-2zmi0lfa00z0,171866470,40,94
3nohzmeg-1v9g-ck9j-ysfr-bxno38f3wbkk,171866470,10,70
lw94admo-1kky-dt5i-bdrc-48s4vuavkk8s,171866470,38,52
bymn7fsd-z383-4tfi-05ph-1w6myuwiwgdy,171325798,49,109
0e6mnr66-jvx3-rceg-w2vu-b5q114pfj02x,171325798,13,64
liywwbsv-qg9h-55h4-9afv-rw515nluk2gk,171325798,84,93
9xchluqm-6vp4-s89o-u5w1-w55dgy9i8s5e,171325798,54,92
mobw5asf-txfb-0qwo-lyox-dzre0qwjchlf,171325798,77,136
6ntieguf-3cco-hzdi-fsep-m36kwycuuqd7,171325798,38,71
v9rm762m-g7s1-a39k-15n6-x4wmneg8cdby,171188162,75,134
4qmvci2t-ztrg-rpul-2xhy-bu27bttwwqsg,171188162,5,78
44beoqnc-8ici-kj00-n13h-hdmmyib75jsn,171188162,84,159
3dry490r-pamd-304b-0z0h-eekibkivb95g,171188162,35,125
v5y7rzar-bmui-wksj-d39a-v4t0i4f2yx2p,171188162,64,119
b6sgdb7m-hwro-eruc-xtli-jylxc7ca1hzw,171188162,1,66
eltbkycf-vzv2-q5aq-erx2-agofj8qti5dz,171188162,58,150
ddlizvvx-ui1r-iw3i-prxr-2rvi6j05c67v,171188162,37,64
q0kdy026-vbnm-hhg2-rhjr-5vw7t437s0b9,171188162,76,133
5yuijppo-0vyd-twjh-ocl4-c5plxykse6bu,171188162,10,82
kny73hdy-8xg1-zajt-f19b-uqdoa0emhy5m,171188162,2,61
gtlb5zo9-o1er-q9tr-pjnm-af06t5el3u6e,171188162,63,106
liya0npa-0ifl-8r0k-yteb-hzrd8mtt9vbj,171188162,8,33
hitan7il-lubz-ayzs-ooge-5uiwn6d14bxp,171188162,77,87
ydw5hua0-l5k5-my7y-auqz-k6r2lbjtw8vs,168906647,95,105
ilyf5k2f-1sd2-c95m-sqq9-m4tek3n2wjuy,168906647,77,127
m5vg7wdz-crip-70wn-7edl-scppiet1ev3q,168906647,97,182
spj1tf7g-rd0o-4sct-xssj-tf2sfxeqmme8,168906647,75,119
rttc9658-73b3-6t59-6sm4-qli26mfyw9b5,168906647,35,66
drga3ind-oe7o-dfpt-o1lt-r3fscte9ad7z,168906647,23,116
ymfgp606-459h-g8o7-hysb-y1x9ol7yf284,168906647,40,89
w4jhjfgi-pbyc-toh7-gkee-x61qriuuhuat,168906647,96,164
afuq7k9k-m9ha-91ue-eli8-pi4i4w670241,168906647,23,85
0rv4lpgd-7jxc-ijkz-l9p6-l56a4jrw62oe,168906647,7,103
qw21hipb-5gu4-k65b-k0xc-jy11g9yv3hc4,168906647,47,126
0dm0wdwu-z0hw-dzau-kjx9-h8woklih0wbv,168785648,87,160
7x5k5hww-p8gx-svy4-6uav-374bjap1p7ne,168785648,88,162
wqgrpoks-q3cn-mswm-8c0f-k6n7yn1ekex7,168785648,65,66
nz5twaof-mtxa-hjcp-tob8-12opx9qe9yvf,168785648,97,100
ko03bvbw-zp3u-a31t-ar5s-6x5agergq0pp,168785648,83,182
b6sgdb7m-hwro-eruc-xtli-jylxc7ca1hzw,168785648,99,123
6f57bnpn-skpc-x20r-67te-4il6cowv6c76,168785648,57,85
9rfipbcc-89h5-v97t-bbif-47qc736niyw7,168785648,24,96
9v1c4l2v-da2c-tfz7-iulr-igjexv7my5tn,168785648,22,102
dv0t3r5g-lrii-exrv-llcy-0ufnmmxsjnf6,168785648,10,55
xl8t0e3s-gsve-ltcs-0pu7-hj7olehyn0kh,168785648,1,75
5u8ds8ok-x63v-kjtn-qrz3-e853gem7889t,168785648,35,61
noivppe6-sdcn-4hsb-jqko-204n8gb4xygc,168785648,1,21
4zbn5gqs-krvu-zy5r-e4lc-2w23iex0h4uu,168785648,38,42
rfd7iivu-6tqq-ozv4-nhgn-8ds4sexgbotu,168785648,91,155
tmvs4q5x-6xk3-57ei-j1dx-z5nnvbnokiqp,165054883,79,176
fz3guy7i-odk0-62rp-sl7p-0fy9ex3ikwii,165054883,97,169
kozzkkcj-i8ar-mxld-557b-z7b6h2pkj82s,165054883,16,79
tgfmevlv-8klu-pnb4-0cb2-q87nyc3wfa4s,165054883,64,80
6mmao8yr-kpv9-zzxq-4278-k7zc20cxwwmy,165054883,83,174
mobw5asf-txfb-0qwo-lyox-dzre0qwjchlf,165054883,94,155
